accelerometer_X	accelerometer_Y	accelerometer_Z	latitude	longitude	tilt	timestamp	datetime
0.44054657	6.280183	8.190814	-22.8588133	-43.2310379	38	10281	2018-03-15T11:14:01.747Z
0.9601042	7.458166	10.616215	-22.8588133	-43.2310379	35	10323	2018-03-15T11:14:01.790Z
1.175589	6.646507	9.984126	-22.8588133	-43.2310379	34	10370	2018-03-15T11:14:01.836Z
0.41181526	7.6066113	10.340873	-22.8588133	-43.2310379	36	10404	2018-03-15T11:14:01.870Z
0.20590763	7.850827	10.412702	-22.8588133	-43.2310379	37	10447	2018-03-15T11:14:01.913Z
0.38308397	6.7638264	7.7837873	-22.8588133	-43.2310379	41	10481	2018-03-15T11:14:01.948Z
0.15323359	6.1892004	7.4845033	-22.8588133	-43.2310379	40	10525	2018-03-15T11:14:01.991Z
0.21787901	6.284971	6.7877693	-22.8588133	-43.2310379	43	10565	2018-03-15T11:14:02.032Z
-0.05506832	5.5451403	6.411868	-22.8588133	-43.2310379	41	10603	2018-03-15T11:14:02.069Z
0.047885496	5.420638	6.775798	-22.8588133	-43.2310379	39	10648	2018-03-15T11:14:02.114Z
0.31604427	5.5906315	6.368771	-22.8588133	-43.2310379	41	10683	2018-03-15T11:14:02.151Z
0.2753416	5.734288	6.6177754	-22.8588133	-43.2310379	41	10723	2018-03-15T11:14:02.189Z
-0.0023942748	5.7797794	7.1588817	-22.8588133	-43.2310379	39	10763	2018-03-15T11:14:02.229Z
-0.1340794	6.8236833	5.786962	-22.8588133	-43.2310379	50	10804	2018-03-15T11:14:02.270Z
